model,benchmark,bench_base,technique,technique_type,task,accuracy,invalid_rate,avg_output_chars,num_fewshot,limit,eval_time_sec,peak_vram_gb
tiiuae/Falcon3-1B-Instruct,saycan_persona_cot,saycan,persona_cot,fewshot_cot,saycan,0.0,0.0,192.1,7,100,13.57,11.13
