model,benchmark,bench_base,technique,technique_type,task,accuracy,invalid_rate,avg_output_chars,num_fewshot,limit,eval_time_sec,peak_vram_gb
HuggingFaceTB/SmolLM2-135M-Instruct,saycan_numbered_step_cot,saycan,numbered_step_cot,fewshot_cot,saycan,0.030303030303030304,0.0707,253.5,7,100,25.59,1.19
