model,benchmark,bench_base,technique,technique_type,task,accuracy,invalid_rate,avg_output_chars,num_fewshot,limit,eval_time_sec,peak_vram_gb
google/gemma-3-270m-it,aqua_numbered_step_cot,aqua,numbered_step_cot,fewshot_cot,aqua-rat,0.09,0.64,396.8,4,100,18.01,15.3
